BMI1,hsa-mir-15a-5p
WNT3A,hsa-mir-15a-5p
MYB,hsa-mir-15a-5p
CDC25A,hsa-mir-15a-5p
CCND2,hsa-mir-15a-5p
BCL2,hsa-mir-15a-5p
CCND1,hsa-mir-15a-5p
CCNE1,hsa-mir-15a-5p
DMTF1,hsa-mir-15a-5p
BRCA1,hsa-mir-15a-5p
AKT3,hsa-mir-15a-5p
CADM1,hsa-mir-15a-5p
UCP2,hsa-mir-15a-5p
VEGFA,hsa-mir-15a-5p
TSPYL2,hsa-mir-15a-5p
CHUK,hsa-mir-15a-5p
TP53,hsa-mir-15a-5p
FGF7,hsa-mir-15a-5p
CLCN3,hsa-mir-15a-5p
CRKL,hsa-mir-15a-5p
MN1,hsa-mir-15a-5p
HMGA1,hsa-mir-15a-5p
HMGA2,hsa-mir-15a-5p
IFNG,hsa-mir-15a-5p
PURA,hsa-mir-15a-5p
RECK,hsa-mir-15a-5p
FOXO1,hsa-mir-15a-5p
REPIN1,hsa-mir-15a-5p
KLF4,hsa-mir-15a-5p
YAP1,hsa-mir-15a-5p
CARM1,hsa-mir-15a-5p
SOX5,hsa-mir-15a-5p
HSPA1B,hsa-mir-15a-5p
WEE1,hsa-mir-15a-5p
CHEK1,hsa-mir-15a-5p
PHLPP1,hsa-mir-15a-5p
RET,hsa-mir-15a-5p
CXCL10,hsa-mir-15a-5p
CDKN2B,hsa-mir-15a-5p
BDNF,hsa-mir-15a-5p
IL10RA,hsa-mir-15a-5p
TNFAIP1,hsa-mir-15a-5p
BMI1,hsa-mir-16-5p
HMGA1,hsa-mir-16-5p
ACVR2A,hsa-mir-16-5p
CDK6,hsa-mir-16-5p
CCND3,hsa-mir-16-5p
CCND1,hsa-mir-16-5p
CCNE1,hsa-mir-16-5p
PURA,hsa-mir-16-5p
PTGS2,hsa-mir-16-5p
FGF2,hsa-mir-16-5p
ARL2,hsa-mir-16-5p
ARHGDIA,hsa-mir-16-5p
BCL2,hsa-mir-16-5p
BRCA1,hsa-mir-16-5p
AKT3,hsa-mir-16-5p
WNT3A,hsa-mir-16-5p
CCND2,hsa-mir-16-5p
VEGFA,hsa-mir-16-5p
CADM1,hsa-mir-16-5p
TPPP3,hsa-mir-16-5p
MYB,hsa-mir-16-5p
CAPRIN1,hsa-mir-16-5p
PPM1D,hsa-mir-16-5p
CHUK,hsa-mir-16-5p
TP53,hsa-mir-16-5p
ZYX,hsa-mir-16-5p
NCOR2,hsa-mir-16-5p
AXIN2,hsa-mir-16-5p
KDR,hsa-mir-16-5p
FGFR1,hsa-mir-16-5p
HMGA2,hsa-mir-16-5p
PIM1,hsa-mir-16-5p
IFNG,hsa-mir-16-5p
UNG,hsa-mir-16-5p
RECK,hsa-mir-16-5p
RPS6KB1,hsa-mir-16-5p
MTOR,hsa-mir-16-5p
PRDM4,hsa-mir-16-5p
MAP7,hsa-mir-16-5p
APP,hsa-mir-16-5p
WEE1,hsa-mir-16-5p
CDS2,hsa-mir-16-5p
SOX6,hsa-mir-16-5p
IGF1R,hsa-mir-16-5p
RAF1,hsa-mir-16-5p
KRAS,hsa-mir-16-5p
SLC6A4,hsa-mir-16-5p
YAP1,hsa-mir-16-5p
SOX5,hsa-mir-16-5p
BIRC5,hsa-mir-16-5p
CHEK1,hsa-mir-16-5p
RICTOR,hsa-mir-16-5p
BDNF,hsa-mir-16-5p
HDGF,hsa-mir-16-5p
WNT4,hsa-mir-16-5p
BACE1,hsa-mir-16-5p
NCSTN,hsa-mir-16-5p
OPRM1,hsa-mir-16-5p
IL12B,hsa-mir-16-5p
ADORA2A,hsa-mir-16-5p
SOCS3,hsa-mir-16-5p
HGF,hsa-mir-16-5p
METTL13,hsa-mir-16-5p
UCA1,hsa-mir-16-5p
GLS2,hsa-mir-16-5p
CLDN2,hsa-mir-16-5p
COX2,hsa-mir-143-5p
ERBB3,hsa-mir-143-5p
